55049104810017,35.44884394,-97.58983316,0
55050099011147,35.44884782,-97.58975887,0
55051096386394,35.44884879,-97.58968125,0
55052069986272,35.44885552,-97.58960905,0
55053092083021,35.44885886,-97.58952099,0
55054096661078,35.44885312,-97.58945057,0
55055086253630,35.44885428,-97.58936307,0
55056089061504,35.44885828,-97.58928386,0
55057098003974,35.44884928,-97.58920288,0
55058090984287,35.44884486,-97.58912292,0
55059092296664,35.44884287,-97.58904201,0
55060075815663,35.44884629,-97.58895689,0
55061096233791,35.44884427,-97.58886826,0
55062080698922,35.44883418,-97.5887821,0
55063092571347,35.44883661,-97.58870442,1
55064081431412,35.44883095,-97.58862634,1
55065079508626,35.44883011,-97.58854349,1
55066078867700,35.44881848,-97.58846863,1
55067080271638,35.44880947,-97.58840174,0
55068083812000,35.44880366,-97.58831641,0
55069082011297,35.44879794,-97.58823229,0
55070079752788,35.44878575,-97.58816019,1
55071077128037,35.44877363,-97.58807453,1
55072078593014,35.44875764,-97.58799242,0
55073084147723,35.44874175,-97.58791285,0
55074083476275,35.44872344,-97.58782987,0
55075078684575,35.44870818,-97.58775546,0
55076084300324,35.44869556,-97.58768726,0
55077091075846,35.44867485,-97.58761353,0
55078099682591,35.44866381,-97.58753544,0
55079093425915,35.44864111,-97.58746163,0
55080093120711,35.44862298,-97.58739162,0
55081091991458,35.44860116,-97.58731974,0
55082098950102,35.44858143,-97.58724132,0
55083095470781,35.44856316,-97.5871629,0
55084102093700,35.44855458,-97.58709228,0
55085095379219,35.44853027,-97.58703546,0
55086072946744,35.44851909,-97.5869592,0
55087169421641,35.44850879,-97.58688776,0
55088092876547,35.44850181,-97.58680805,0
55089101361210,35.44851021,-97.58675004,0
55090099865713,35.44850318,-97.58667601,0
55091070321992,35.44850688,-97.58660125,0
55092087627043,35.44850589,-97.58652356,0
55093072672061,35.44851402,-97.58645273,0
55094090831681,35.44852642,-97.58637847,0
55095098431255,35.44854539,-97.58630894,0
55096076273463,35.4485634,-97.58623352,0
55097090129712,35.4485744,-97.58616058,0
55098072946744,35.44859129,-97.58608545,0
55099090068672,35.44860391,-97.58600532,0
55100099011140,35.44862567,-97.58593409,0
55101087840684,35.4486447,-97.58586136,0
55102086406227,35.4486652,-97.58579116,0
55103088969938,35.44868408,-97.5857143,0
